emdb_id,threshold,f1_score,optimal_threshold,optimal_f1_score
0257,0.0,0.6325847409158502,0.393939393939394,0.9444640022088769
0257,0.010101010101010102,0.795686923518854,0.393939393939394,0.9444640022088769
0257,0.020202020202020204,0.8211660117683388,0.393939393939394,0.9444640022088769
0257,0.030303030303030304,0.8350664364190928,0.393939393939394,0.9444640022088769
0257,0.04040404040404041,0.8453785880958014,0.393939393939394,0.9444640022088769
0257,0.05050505050505051,0.8542856467892346,0.393939393939394,0.9444640022088769
0257,0.06060606060606061,0.8616519393821991,0.393939393939394,0.9444640022088769
0257,0.07070707070707072,0.8680207849800128,0.393939393939394,0.9444640022088769
0257,0.08080808080808081,0.8737057158855309,0.393939393939394,0.9444640022088769
0257,0.09090909090909091,0.8790120447048247,0.393939393939394,0.9444640022088769
0257,0.10101010101010102,0.8840294327839991,0.393939393939394,0.9444640022088769
0257,0.11111111111111112,0.888711611191949,0.393939393939394,0.9444640022088769
0257,0.12121212121212122,0.893052535514902,0.393939393939394,0.9444640022088769
0257,0.13131313131313133,0.8971232464101055,0.393939393939394,0.9444640022088769
0257,0.14141414141414144,0.9011105915728097,0.393939393939394,0.9444640022088769
0257,0.15151515151515152,0.9048556430446194,0.393939393939394,0.9444640022088769
0257,0.16161616161616163,0.9085734580174215,0.393939393939394,0.9444640022088769
0257,0.17171717171717174,0.911892862434461,0.393939393939394,0.9444640022088769
0257,0.18181818181818182,0.9149387755102041,0.393939393939394,0.9444640022088769
0257,0.19191919191919193,0.9178372886369555,0.393939393939394,0.9444640022088769
0257,0.20202020202020204,0.9205602950008718,0.393939393939394,0.9444640022088769
0257,0.21212121212121213,0.9231974108353169,0.393939393939394,0.9444640022088769
0257,0.22222222222222224,0.9255644777888492,0.393939393939394,0.9444640022088769
0257,0.23232323232323235,0.9276712597459913,0.393939393939394,0.9444640022088769
0257,0.24242424242424243,0.9298054454275737,0.393939393939394,0.9444640022088769
0257,0.25252525252525254,0.9318962052174142,0.393939393939394,0.9444640022088769
0257,0.26262626262626265,0.9336366431799921,0.393939393939394,0.9444640022088769
0257,0.27272727272727276,0.9352087529908375,0.393939393939394,0.9444640022088769
0257,0.2828282828282829,0.9367039283829037,0.393939393939394,0.9444640022088769
0257,0.29292929292929293,0.9381048494893868,0.393939393939394,0.9444640022088769
0257,0.30303030303030304,0.9394684816564297,0.393939393939394,0.9444640022088769
0257,0.31313131313131315,0.9404283531557727,0.393939393939394,0.9444640022088769
0257,0.32323232323232326,0.9413812489553771,0.393939393939394,0.9444640022088769
0257,0.33333333333333337,0.9422577869324534,0.393939393939394,0.9444640022088769
0257,0.3434343434343435,0.943040900685304,0.393939393939394,0.9444640022088769
0257,0.3535353535353536,0.9434911974082442,0.393939393939394,0.9444640022088769
0257,0.36363636363636365,0.9438842965311879,0.393939393939394,0.9444640022088769
0257,0.37373737373737376,0.944189222107477,0.393939393939394,0.9444640022088769
0257,0.38383838383838387,0.9443792561190045,0.393939393939394,0.9444640022088769
0257,0.393939393939394,0.9444640022088769,0.393939393939394,0.9444640022088769
0257,0.4040404040404041,0.9443722475536214,0.393939393939394,0.9444640022088769
0257,0.4141414141414142,0.9441040563731231,0.393939393939394,0.9444640022088769
0257,0.42424242424242425,0.9436849558630623,0.393939393939394,0.9444640022088769
0257,0.43434343434343436,0.9430390014076719,0.393939393939394,0.9444640022088769
0257,0.4444444444444445,0.942371197492514,0.393939393939394,0.9444640022088769
0257,0.4545454545454546,0.9414721408653255,0.393939393939394,0.9444640022088769
0257,0.4646464646464647,0.940509516507941,0.393939393939394,0.9444640022088769
0257,0.4747474747474748,0.939417875605645,0.393939393939394,0.9444640022088769
0257,0.48484848484848486,0.9383138579030176,0.393939393939394,0.9444640022088769
0257,0.494949494949495,0.9371584554164119,0.393939393939394,0.9444640022088769
0257,0.5050505050505051,0.9358183278714163,0.393939393939394,0.9444640022088769
0257,0.5151515151515152,0.9344650851130565,0.393939393939394,0.9444640022088769
0257,0.5252525252525253,0.9329292265023552,0.393939393939394,0.9444640022088769
0257,0.5353535353535354,0.9313524314734003,0.393939393939394,0.9444640022088769
0257,0.5454545454545455,0.9297144982828923,0.393939393939394,0.9444640022088769
0257,0.5555555555555556,0.9279331884355728,0.393939393939394,0.9444640022088769
0257,0.5656565656565657,0.9261634106229557,0.393939393939394,0.9444640022088769
0257,0.5757575757575758,0.9242400897626691,0.393939393939394,0.9444640022088769
0257,0.5858585858585859,0.9223601355380073,0.393939393939394,0.9444640022088769
0257,0.595959595959596,0.9202949675043526,0.393939393939394,0.9444640022088769
0257,0.6060606060606061,0.9182868279697676,0.393939393939394,0.9444640022088769
0257,0.6161616161616162,0.9159946667938225,0.393939393939394,0.9444640022088769
0257,0.6262626262626263,0.913740229111132,0.393939393939394,0.9444640022088769
0257,0.6363636363636365,0.9111878172588832,0.393939393939394,0.9444640022088769
0257,0.6464646464646465,0.9085871242218653,0.393939393939394,0.9444640022088769
0257,0.6565656565656566,0.9059052008511668,0.393939393939394,0.9444640022088769
0257,0.6666666666666667,0.9029528939554455,0.393939393939394,0.9444640022088769
0257,0.6767676767676768,0.8999700497922204,0.393939393939394,0.9444640022088769
0257,0.686868686868687,0.8965930703712892,0.393939393939394,0.9444640022088769
0257,0.696969696969697,0.8929761026324282,0.393939393939394,0.9444640022088769
0257,0.7070707070707072,0.8890746236974871,0.393939393939394,0.9444640022088769
0257,0.7171717171717172,0.8851129605799175,0.393939393939394,0.9444640022088769
0257,0.7272727272727273,0.8808987388738224,0.393939393939394,0.9444640022088769
0257,0.7373737373737375,0.8761393648389416,0.393939393939394,0.9444640022088769
0257,0.7474747474747475,0.8711070574890775,0.393939393939394,0.9444640022088769
0257,0.7575757575757577,0.8657622929797703,0.393939393939394,0.9444640022088769
0257,0.7676767676767677,0.8601333143126261,0.393939393939394,0.9444640022088769
0257,0.7777777777777778,0.8538800485264133,0.393939393939394,0.9444640022088769
0257,0.787878787878788,0.8471255519031382,0.393939393939394,0.9444640022088769
0257,0.797979797979798,0.8397414181350061,0.393939393939394,0.9444640022088769
0257,0.8080808080808082,0.8317977622815573,0.393939393939394,0.9444640022088769
0257,0.8181818181818182,0.8232297998442447,0.393939393939394,0.9444640022088769
0257,0.8282828282828284,0.8135230140546805,0.393939393939394,0.9444640022088769
0257,0.8383838383838385,0.8030084662010806,0.393939393939394,0.9444640022088769
0257,0.8484848484848485,0.7912596625565924,0.393939393939394,0.9444640022088769
0257,0.8585858585858587,0.7782944888974852,0.393939393939394,0.9444640022088769
0257,0.8686868686868687,0.7635154115273628,0.393939393939394,0.9444640022088769
0257,0.8787878787878789,0.7471105963849836,0.393939393939394,0.9444640022088769
0257,0.888888888888889,0.7280833136260522,0.393939393939394,0.9444640022088769
0257,0.8989898989898991,0.7061905504444098,0.393939393939394,0.9444640022088769
0257,0.9090909090909092,0.680446241934018,0.393939393939394,0.9444640022088769
0257,0.9191919191919192,0.6498668991572217,0.393939393939394,0.9444640022088769
0257,0.9292929292929294,0.6128135301705604,0.393939393939394,0.9444640022088769
0257,0.9393939393939394,0.5680184456801844,0.393939393939394,0.9444640022088769
0257,0.9494949494949496,0.512749587648933,0.393939393939394,0.9444640022088769
0257,0.9595959595959597,0.44197658725580424,0.393939393939394,0.9444640022088769
0257,0.9696969696969697,0.34656901966702447,0.393939393939394,0.9444640022088769
0257,0.9797979797979799,0.21058340626425234,0.393939393939394,0.9444640022088769
0257,0.98989898989899,0.053088443858819744,0.393939393939394,0.9444640022088769
0257,1.0,0.0,0.393939393939394,0.9444640022088769
4032,0.0,0.3897554426805807,0.29292929292929293,0.8590388277910362
4032,0.010101010101010102,0.4675143335025338,0.29292929292929293,0.8590388277910362
4032,0.020202020202020204,0.5254668418931996,0.29292929292929293,0.8590388277910362
4032,0.030303030303030304,0.5703580495491553,0.29292929292929293,0.8590388277910362
4032,0.04040404040404041,0.6086687937153903,0.29292929292929293,0.8590388277910362
4032,0.05050505050505051,0.6421069708062663,0.29292929292929293,0.8590388277910362
4032,0.06060606060606061,0.6711754596372359,0.29292929292929293,0.8590388277910362
4032,0.07070707070707072,0.6962280753817212,0.29292929292929293,0.8590388277910362
4032,0.08080808080808081,0.7185595374917286,0.29292929292929293,0.8590388277910362
4032,0.09090909090909091,0.7380058787385622,0.29292929292929293,0.8590388277910362
4032,0.10101010101010102,0.7554083080271426,0.29292929292929293,0.8590388277910362
4032,0.11111111111111112,0.7704329047971795,0.29292929292929293,0.8590388277910362
4032,0.12121212121212122,0.7835245978811705,0.29292929292929293,0.8590388277910362
4032,0.13131313131313133,0.7948860647551669,0.29292929292929293,0.8590388277910362
4032,0.14141414141414144,0.8051935547991155,0.29292929292929293,0.8590388277910362
4032,0.15151515151515152,0.8142050963017233,0.29292929292929293,0.8590388277910362
4032,0.16161616161616163,0.8219179399868218,0.29292929292929293,0.8590388277910362
4032,0.17171717171717174,0.8286332928026634,0.29292929292929293,0.8590388277910362
4032,0.18181818181818182,0.8342951794631993,0.29292929292929293,0.8590388277910362
4032,0.19191919191919193,0.839070291271194,0.29292929292929293,0.8590388277910362
4032,0.20202020202020204,0.8432013259132498,0.29292929292929293,0.8590388277910362
4032,0.21212121212121213,0.8468263328346957,0.29292929292929293,0.8590388277910362
4032,0.22222222222222224,0.8498153643654085,0.29292929292929293,0.8590388277910362
4032,0.23232323232323235,0.8523442214715287,0.29292929292929293,0.8590388277910362
4032,0.24242424242424243,0.8543590837782866,0.29292929292929293,0.8590388277910362
4032,0.25252525252525254,0.8558727674282924,0.29292929292929293,0.8590388277910362
4032,0.26262626262626265,0.8572326608456616,0.29292929292929293,0.8590388277910362
4032,0.27272727272727276,0.8580830345246931,0.29292929292929293,0.8590388277910362
4032,0.2828282828282829,0.8587772034159226,0.29292929292929293,0.8590388277910362
4032,0.29292929292929293,0.8590388277910362,0.29292929292929293,0.8590388277910362
4032,0.30303030303030304,0.8590069235636386,0.29292929292929293,0.8590388277910362
4032,0.31313131313131315,0.8588305001109808,0.29292929292929293,0.8590388277910362
4032,0.32323232323232326,0.8585220573174716,0.29292929292929293,0.8590388277910362
4032,0.33333333333333337,0.8581212889526565,0.29292929292929293,0.8590388277910362
4032,0.3434343434343435,0.857100731414622,0.29292929292929293,0.8590388277910362
4032,0.3535353535353536,0.8561611187635352,0.29292929292929293,0.8590388277910362
4032,0.36363636363636365,0.8549270400030184,0.29292929292929293,0.8590388277910362
4032,0.37373737373737376,0.8535061802376518,0.29292929292929293,0.8590388277910362
4032,0.38383838383838387,0.8518342721528037,0.29292929292929293,0.8590388277910362
4032,0.393939393939394,0.8501291197633698,0.29292929292929293,0.8590388277910362
4032,0.4040404040404041,0.8483397995629277,0.29292929292929293,0.8590388277910362
